	CellType	Reads (M)	Aligned reads (M)	Alignment rate (%)	Gene count (K)	Isoform count (K)
F0S4_160307_008_A01	Unknown	1.041461	0.035599	3.4181788852391017	1.143	1.329
F0S4_160307_007_D01	Unknown	0.497505	0.0274	5.507482336860937	0.894	1.002
F0S4_160307_007_C01	Unknown	0.753584	0.034858	4.625628994246163	0.954	1.061
F0S4_160307_007_B01	Unknown	0.902256	0.03994	4.426681562660709	0.939	1.061
F0S4_160307_007_A01	Unknown	0.907637	0.034663	3.8190377871329617	0.915	1.044
F0S4_160307_006_D01	Unknown	0.402546	0.018992	4.717970120185021	0.974	1.091
F0S4_160307_006_C01	Unknown	0.494937	0.024038	4.856779751766386	1.002	1.149
F0S4_160307_006_B01	Unknown	0.456028	0.024118	5.288710342347399	1.036	1.191
F0S4_160307_006_A01	Unknown	0.36355	0.019815	5.450419474625223	0.85	0.972
F0S4_160307_003_D01	Unknown	0.616662	0.02663	4.318411058245846	0.842	0.964
F0S4_160307_003_C01	Unknown	0.625933	0.025944	4.144852564092323	0.718	0.803
F0S4_160307_003_B01	Unknown	0.596091	0.027103	4.546788996982004	0.709	0.792
F0S4_160307_003_A01	Unknown	0.757371	0.030514	4.0289369410764335	0.8	0.9
F0S4_160307_002_D01	Unknown	2.614194	0.075129	2.873887706880209	2.444	2.861
F0S4_160307_002_C01	Unknown	0.91852	0.033811	3.68103035317685	1.386	1.652
F0S4_160307_002_B01	Unknown	0.69341	0.033744	4.866384967046914	1.46	1.719
F0S4_160307_002_A01	Unknown	0.378303	0.014114	3.730871814392167	1.329	1.599
F0S4_160125_024_H01	Unknown	2.640222	1.914582	72.51594752259469	7.774	11.487
F0S4_160125_024_G01	Unknown	2.438378	1.635285	67.0644584227712	6.844	9.446
F0S4_160125_024_F01	Unknown	2.773723	1.86056	67.07807520794253	6.801	9.318
F0S4_160125_024_E01	Unknown	2.469726	1.210564	49.016125675479785	6.71	9.243
F0S4_160125_024_D01	Unknown	0.928361	0.038411	4.13750685347618	1.871	2.243
F0S4_160125_024_C01	Unknown	1.121252	0.035376	3.1550445394969193	1.637	1.93
F0S4_160125_024_B01	Unknown	0.900153	0.286233	31.798260962303075	2.127	2.59
F0S4_160125_024_A01	Unknown	1.521555	0.055604	3.6544193275957824	2.033	2.391
F0S4_160125_022_D01	Unknown	0.628762	0.012293	1.9551117911069689	0.991	1.157
F0S4_160125_022_C01	Unknown	2.638063	0.065779	2.493458268434075	1.413	1.589
F0S4_160125_022_B01	Unknown	0.754113	0.016886	2.239186965348695	0.957	1.075
F0S4_160125_022_A01	Unknown	1.483901	0.036557	2.463574052446895	1.393	1.617
F0S4_160125_021_D01	Unknown	1.91626	0.06919	3.6106791353991627	1.339	1.547
F0S4_160125_021_C01	Unknown	1.936108	0.066114	3.4147888444239687	1.385	1.603
F0S4_160125_021_B01	Unknown	0.713893	0.029694	4.159446863885765	0.848	0.965
F0S4_160125_021_A01	Unknown	1.873992	0.06455	3.444518439779892	1.23	1.394
F0S4_160125_020_D01	Unknown	2.058547	0.055455	2.6938903993933585	0.871	0.982
F0S4_160125_020_C01	Unknown	2.276956	0.067904	2.982227148877712	1.131	1.302
F0S4_160125_020_B01	Unknown	2.131221	0.066117	3.1023061428167233	0.789	0.905
F0S4_160125_020_A01	Unknown	2.129869	0.071346	3.349783484336361	1.038	1.176
F0S4_160125_019_D01	Unknown	1.418792	0.044974	3.1698797286705873	0.983	1.123
F0S4_160125_019_C01	Unknown	1.805999	0.057531	3.1855499366278717	1.064	1.208
F0S4_160125_019_B01	Unknown	1.260906	0.056715	4.497956231471656	4.263	5.89
F0S4_160125_019_A01	Unknown	1.818821	0.064091	3.5237662199853634	1.076	1.208
F0S4_160125_018_D01	Unknown	1.972387	0.044271	2.244539230891301	1.068	1.229
F0S4_160125_018_C01	Unknown	2.011039	0.06166	3.0660767891622194	1.414	1.624
F0S4_160125_018_B01	Unknown	1.770045	0.057178	3.2303133536153035	0.893	1.004
F0S4_160125_018_A01	Unknown	2.401867	0.075233	3.1322716869835	1.209	1.368
F0S4_160125_017_D01	Unknown	0.008809	0.000417	4.733794982404358	0.325	0.36
F0S4_160125_017_C01	Unknown	0.503814	0.03135	6.2225345067822655	0.49	0.547
F0S4_160125_017_B01	Unknown	0.009052	0.000673	7.434821034025631	0.285	0.334
F0S4_160125_017_A01	Unknown	1.717817	0.068796	4.00485034203294	0.719	0.806
F0S4_160125_016_D01	Unknown	1.385755	0.046524	3.357303419435614	0.579	0.632
F0S4_160125_016_C01	Unknown	1.734553	0.062483	3.602253721852258	0.82	0.928
F0S4_160125_016_B01	Unknown	1.572628	0.053771	3.4191811413760917	0.59	0.659
F0S4_160125_016_A01	Unknown	1.573271	0.061551	3.912294830324845	0.731	0.817
F0S4_160125_015_D01	Unknown	0.894296	0.023331	2.608867757431544	0.655	0.747
F0S4_160125_015_C01	Unknown	0.702324	0.033217	4.729583497075425	0.735	0.822
F0S4_160125_015_B01	Unknown	0.825367	0.028877	3.4986860390589882	0.649	0.732
F0S4_160125_015_A01	Unknown	1.591623	0.048768	3.0640421758167604	0.911	1.028
F0S4_160125_014_D01	Unknown	1.125667	0.036428	3.2361257814255904	0.605	0.685
F0S4_160125_014_C01	Unknown	1.514244	0.051475	3.399386096296238	0.876	1.011
F0S4_160125_014_B01	Unknown	0.396626	0.015273	3.8507309152703053	0.466	0.522
F0S4_160125_014_A01	Unknown	0.449857	0.018064	4.015498258335427	0.607	0.682
F0S4_160125_013_G01	Unknown	1.701355	0.954018	56.07401159663915	6.691	9.658
F0S4_160125_013_F01	Unknown	1.874475	1.013346	54.06025687192415	6.807	9.75
F0S4_160125_013_E01	Unknown	1.698405	0.924306	54.42200181935404	6.567	9.27
F0S4_160125_013_D01	Unknown	1.684279	0.056695	3.3661287708271614	0.753	0.843
F0S4_160125_013_C01	Unknown	1.656235	0.056922	3.4368311260177453	0.921	1.058
F0S4_160125_013_B01	Unknown	1.612789	0.057572	3.569716807344296	0.666	0.748
F0S4_160125_013_A01	Unknown	1.973046	0.073444	3.7223663310434723	0.964	1.102
F0S4_160125_012_H01	Unknown	2.511159	1.072874	42.72425601086988	8.591	12.839
F0S4_160125_012_G01	Unknown	1.969884	1.065041	54.06617851609536	6.13	8.669
F0S4_160125_012_F01	Unknown	2.131614	1.1557	54.21713312072448	6.194	8.618
F0S4_160125_012_E01	Unknown	2.423047	1.456049	60.09165319533628	6.2	8.502
F0S4_160125_012_D01	Unknown	1.691167	0.05335	3.154626361559799	0.785	0.889
F0S4_160125_012_C01	Unknown	2.000164	0.085229	4.261100589751641	1.761	2.036
F0S4_160125_012_B01	Unknown	1.604805	0.055149	3.436492284109284	0.759	0.844
F0S4_160125_012_A01	Unknown	2.176681	0.088259	4.054751247426703	1.153	1.307
F0S4_160125_011_H01	Unknown	1.889511	1.127728	59.683590092886476	6.932	10.242
F0S4_160125_011_G01	Unknown	1.808373	0.962039	53.199146415037156	5.943	8.36
F0S4_160125_011_F01	Unknown	1.618177	0.651437	40.25746256435483	6.098	8.625
F0S4_160125_011_E01	Unknown	1.361744	0.709803	52.12455498243429	5.947	8.354
F0S4_160125_011_D01	Unknown	1.502647	0.032828	2.184678104704565	0.733	0.845
F0S4_160125_011_C01	Unknown	1.86818	0.041734	2.233938913809162	0.93	1.048
F0S4_160125_011_B01	Unknown	1.518831	0.040503	2.6667219723590048	0.7	0.786
F0S4_160125_011_A01	Unknown	1.726498	0.040879	2.367740941489651	0.871	0.976
F0S4_160125_010_H01	Unknown	1.796646	1.081773	60.210692590527024	6.85	10.028
F0S4_160125_010_G01	Unknown	1.109394	0.646864	58.30786898072281	5.4	7.389
F0S4_160125_010_F01	Unknown	1.231917	0.6899	56.00214949546114	5.615	7.695
F0S4_160125_010_E01	Unknown	0.436808	0.258855	59.2605904653761	4.677	6.33
F0S4_160125_010_D01	Unknown	0.919753	0.017312	1.8822444721571987	0.565	0.627
F0S4_160125_010_C01	Unknown	1.05899	0.019851	1.874521950160058	0.828	0.957
F0S4_160125_010_B01	Unknown	1.266799	0.026385	2.0828087170892933	0.682	0.737
F0S4_160125_010_A01	Unknown	1.438438	0.040779	2.8349501334086002	0.839	0.923
F0S4_160125_009_H01	Unknown	1.903294	1.170568	61.50221668328698	7.39	10.865
F0S4_160125_009_G01	Unknown	1.61989	0.901598	55.657976776200854	6.441	8.936
F0S4_160125_009_F01	Unknown	1.500121	0.856944	57.12499191731867	6.368	8.912
F0S4_160125_009_E01	Unknown	1.362624	0.71917	52.7783159550984	6.599	9.157
F0S4_160125_009_D01	Unknown	1.25859	0.042224	3.3548653652102747	1.94	2.283
F0S4_160125_009_B01	Unknown	1.566676	0.04637	2.959769601372588	1.531	1.8
F0S4_160125_008_H01	Unknown	1.86111	1.097908	58.992106860959325	6.85	9.86
F0S4_160125_008_G01	Unknown	1.521505	0.79396	52.18254294267847	6.023	8.298
F0S4_160125_008_F01	Unknown	1.72007	0.903524	52.528327335515414	6.126	8.465
F0S4_160125_008_E01	Unknown	1.788277	1.219141	68.17405804581729	7.437	11.417
F0S4_160125_008_D01	Unknown	1.329319	0.031725	2.3865603365332175	0.732	0.815
F0S4_160125_008_C01	Unknown	1.686373	0.03417	2.0262421184399892	0.839	0.968
F0S4_160125_008_B01	Unknown	1.187637	0.032517	2.7379578103410385	0.665	0.74
F0S4_160125_008_A01	Unknown	1.568362	0.048562	3.0963514800792162	0.852	0.951
F0S4_160125_007_H01	Unknown	1.075947	0.529188	49.18346349773734	5.747	8.143
F0S4_160125_007_G01	Unknown	1.093637	0.620554	56.74222799704107	5.817	8.291
F0S4_160125_007_F01	Unknown	0.982776	0.440677	44.840024583424906	4.969	6.708
F0S4_160125_007_D01	Unknown	0.695792	0.013052	1.8758479545611333	0.618	0.699
F0S4_160125_007_C01	Unknown	0.930473	0.018329	1.969858340865345	0.558	0.637
F0S4_160125_007_B01	Unknown	0.901139	0.015871	1.7612155283480129	0.444	0.494
F0S4_160125_007_A01	Unknown	1.028025	0.02052	1.996060407091267	0.543	0.619
F0S4_160125_006_H01	Unknown	1.96224	1.083077	55.19594952707111	6.3	9.037
F0S4_160125_006_G01	Unknown	2.768028	1.975197	71.35755129644642	8.641	14.075
F0S4_160125_006_F01	Unknown	2.529563	1.643076	64.95493490377588	6.521	9.092
F0S4_160125_006_E01	Unknown	2.343174	1.359577	58.022878369254705	5.889	8.134
F0S4_160125_006_D01	Unknown	1.451451	0.026036	1.7937911786205665	0.976	1.095
F0S4_160125_006_C01	Unknown	2.163996	0.045022	2.0805029214471746	1.182	1.341
F0S4_160125_006_B01	Unknown	1.744099	0.032936	1.8884249116592577	1.008	1.121
F0S4_160125_006_A01	Unknown	2.351977	0.054405	2.3131603752927856	1.137	1.302
F0S4_160125_005_H01	Unknown	2.624255	0.246781	9.403849854530144	7.862	11.68
F0S4_160125_005_G01	Unknown	0.017202	0.011812	68.66643413556564	3.217	4.239
F0S4_160125_005_F01	Unknown	2.772066	1.821147	65.69637952343126	6.678	9.453
F0S4_160125_005_E01	Unknown	2.949289	1.870794	63.43203395801497	7.293	10.43
F0S4_160125_005_D01	Unknown	2.165066	0.035539	1.6414742091003232	1.153	1.324
F0S4_160125_005_C01	Unknown	2.140236	0.044666	2.0869661102794272	1.173	1.342
F0S4_160125_005_B01	Unknown	1.654588	0.039719	2.400537173000167	1.152	1.301
F0S4_160125_005_A01	Unknown	3.076563	0.057489	1.8686111742226632	1.352	1.514
F0S4_160125_004_H01	Unknown	2.631685	1.766716	67.13250256014682	7.303	10.759
F0S4_160125_004_G01	Unknown	2.852568	2.048342	71.80694728399112	7.828	11.829
F0S4_160125_004_F01	Unknown	2.546354	1.51664	59.56123932493283	6.555	9.101
F0S4_160125_004_E01	Unknown	0.004792	0.001071	22.349749582637727	0.742	0.88
F0S4_160125_004_D01	Unknown	1.489565	0.040262	2.7029367634175077	1.368	1.563
F0S4_160125_004_C01	Unknown	1.797417	0.054283	3.020056002585933	2.589	3.182
F0S4_160125_004_B01	Unknown	2.466589	0.053535	2.170406176302578	1.538	1.78
F0S4_160125_004_A01	Unknown	1.590268	0.042072	2.6455918121976922	1.322	1.483
F0S4_160125_003_H01	Unknown	2.441241	1.717035	70.33451429006804	7.616	11.751
F0S4_160125_003_G01	Unknown	2.337869	1.594192	68.18996273957181	7.225	10.959
F0S4_160125_003_F01	Unknown	2.359291	1.36516	57.86314617399888	6.203	8.747
F0S4_160125_003_E01	Unknown	2.336598	1.407014	60.216348725797076	6.451	8.998
F0S4_160125_003_D01	Unknown	2.453552	0.047392	1.9315669690310209	1.091	1.23
F0S4_160125_003_C01	Unknown	1.522952	0.084174	5.527029085617931	1.169	1.322
F0S4_160125_003_B01	Unknown	2.252232	0.056772	2.5206994661296	1.115	1.262
F0S4_160125_003_A01	Unknown	1.945138	0.047687	2.451599835075969	1.138	1.295
F0S4_150820_034_H01	Unknown	2.459624	1.492546	60.68187657950972	6.974	10.573
F0S4_150820_034_G01	Unknown	1.941797	1.219475	62.80136389128215	6.697	10.153
F0S4_150820_034_F01	Unknown	1.730114	1.112241	64.2871510201062	6.667	10.042
F0S4_150820_034_E01	Unknown	2.392312	1.535493	64.18447928196656	6.938	10.535
F0S4_150820_034_D01	Unknown	1.379012	0.026577	1.9272493640374415	0.799	0.926
F0S4_150820_034_C01	Unknown	1.618425	0.039596	2.4465761465622444	0.77	0.867
F0S4_150820_034_B01	Unknown	1.435559	0.032076	2.2343909236750283	0.793	0.914
F0S4_150820_034_A01	Unknown	1.882181	0.036983	1.9649013564582791	0.854	0.97
F0S4_150820_033_H01	Unknown	1.45619	0.902974	62.00935317506644	6.784	10.061
F0S4_150820_033_G01	Unknown	2.021432	1.318964	65.24899180383017	6.553	10.004
F0S4_150820_033_F01	Unknown	1.897052	1.231593	64.9214149111358	6.528	9.709
F0S4_150820_033_E01	Unknown	2.385944	1.469194	61.57705294005225	6.92	10.416
F0S4_150820_033_D01	Unknown	1.188624	0.019126	1.609087482669036	0.543	0.623
F0S4_150820_033_C01	Unknown	1.003203	0.020444	2.0378726937618805	0.444	0.498
F0S4_150820_033_B01	Unknown	0.957839	0.01983	2.0702852984687405	0.487	0.542
F0S4_150820_033_A01	Unknown	1.041491	0.020232	1.9425995999965435	0.454	0.511
F0S4_150820_032_H01	Unknown	1.746862	1.119822	64.10477759548266	6.954	10.65
F0S4_150820_032_G01	Unknown	1.817919	1.086076	59.74281582402736	6.957	10.525
F0S4_150820_032_F01	Unknown	2.168019	1.392226	64.21650363765261	7.539	11.823
F0S4_150820_032_E01	Unknown	2.285841	1.394761	61.01741109727229	7.203	11.084
F0S4_150820_032_D01	Unknown	1.991066	0.035972	1.8066703966618887	0.823	0.937
F0S4_150820_032_C01	Unknown	1.951267	0.038586	1.9774843729740725	1.028	1.172
F0S4_150820_032_B01	Unknown	1.942421	0.045961	2.366170876447485	0.797	0.901
F0S4_150820_032_A01	Unknown	1.912113	0.039603	2.0711642042075966	0.707	0.796
F0S4_150820_031_H01	Unknown	2.275593	1.469308	64.56813674501547	7.84	12.038
F0S4_150820_031_G01	Unknown	2.274753	1.479757	65.05132645170706	7.407	11.191
F0S4_150820_031_F01	Unknown	2.240385	1.45769	65.06426350828094	7.72	11.859
F0S4_150820_031_E01	Unknown	1.336035	0.869807	65.10360881264337	6.993	10.706
F0S4_150820_031_D01	Unknown	1.650073	0.033779	2.0471215515919603	0.884	1.013
F0S4_150820_031_C01	Unknown	1.632476	0.036823	2.255653375608585	0.785	0.904
F0S4_150820_031_B01	Unknown	1.201264	0.027173	2.262033990862957	0.786	0.899
F0S4_150820_031_A01	Unknown	1.209385	0.020476	1.693091943425791	0.76	0.87
F0S4_150820_030_H01	Unknown	2.086358	1.475991	70.74485778567244	6.912	10.605
F0S4_150820_030_G01	Unknown	2.249829	1.60021	71.12585000904512	7.042	10.727
F0S4_150820_030_F01	Unknown	2.415554	1.71477	70.98868416934582	7.179	11.125
F0S4_150820_030_E01	Unknown	2.282233	1.519846	66.5946903756102	7.162	10.904
F0S4_150820_030_D01	Unknown	0.915775	0.027293	2.9803172176571757	0.821	0.94
F0S4_150820_030_C01	Unknown	0.908541	0.025674	2.8258493562756106	0.785	0.883
F0S4_150820_030_B01	Unknown	0.887164	0.03043	3.4300309751071953	0.854	0.955
F0S4_150820_030_A01	Unknown	0.912851	0.028239	3.093494995349734	0.764	0.875
F0S4_150820_029_H01	Unknown	2.360109	1.627074	68.94062943703022	7.741	12.202
F0S4_150820_029_G01	Unknown	2.652476	1.841248	69.41619829924946	7.727	11.788
F0S4_150820_029_F01	Unknown	2.584101	1.794902	69.45943676350112	7.524	11.696
F0S4_150820_029_E01	Unknown	2.584558	1.827432	70.70578412246891	7.708	12.107
F0S4_150820_029_D01	Unknown	1.444728	0.038817	2.6868033290695545	0.984	1.117
F0S4_150820_029_C01	Unknown	0.999929	0.034305	3.4307435827943786	0.841	0.951
F0S4_150820_029_B01	Unknown	1.732004	0.059492	3.4348650465010477	1.058	1.19
F0S4_150820_029_A01	Unknown	1.156591	0.039412	3.407600439567661	0.801	0.912
F0S4_150820_026_H01	Unknown	2.084894	1.448827	69.49163842382396	6.479	9.727
F0S4_150820_026_D01	Unknown	1.064134	0.019371	1.8203534517269442	0.772	0.89
F0S4_150820_026_C01	Unknown	1.077581	0.02715	2.5195321743794667	0.708	0.806
F0S4_150820_026_B01	Unknown	0.474431	0.010513	2.2159175939177667	0.561	0.638
F0S4_150820_026_A01	Unknown	0.994981	0.019223	1.931996691394107	0.708	0.805
F0S4_150820_025_D01	Unknown	0.930422	0.019432	2.088514673986643	0.882	1.003
F0S4_150820_025_C01	Unknown	0.932706	0.019251	2.0639944419785015	0.713	0.8
F0S4_150820_025_B01	Unknown	0.582262	0.014913	2.5612181457831698	0.733	0.839
F0S4_150820_025_A01	Unknown	0.757671	0.01856	2.449612034774988	0.631	0.716
F0S4_150820_024_D01	Unknown	0.705855	0.01504	2.130749233199453	0.782	0.887
F0S4_150820_024_C01	Unknown	2.033204	0.266655	13.11501452879298	7.327	12.538
F0S4_150820_024_B01	Unknown	1.191932	0.018334	1.5381749965602063	0.767	0.865
F0S4_150820_023_D01	Unknown	1.526727	0.033687	2.206484852891185	0.622	0.722
F0S4_150820_023_C01	Unknown	1.186488	0.030197	2.54507420218325	0.545	0.622
F0S4_150820_023_B01	Unknown	1.140117	0.028691	2.516496113995318	0.517	0.577
F0S4_150820_023_A01	Unknown	1.595602	0.041997	2.6320473401261717	0.634	0.712
F0S4_150820_022_D01	Unknown	1.225171	0.019835	1.6189576801932135	0.809	0.938
F0S4_150820_022_C01	Unknown	1.18679	0.014712	1.2396464412406576	0.718	0.829
F0S4_150820_022_B01	Unknown	0.957868	0.01601	1.6714202792033974	0.657	0.762
F0S4_150820_022_A01	Unknown	1.233607	0.015031	1.2184593634763745	0.651	0.746
F0S4_150820_021_E01	Unknown	2.231918	1.636264	73.31201235887698	6.912	10.391
F0S4_150820_021_D01	Unknown	1.4519	0.033445	2.3035333011915426	1.036	1.19
F0S4_150820_021_C01	Unknown	2.18303	0.05022	2.3004722793548416	1.068	1.244
F0S4_150820_021_B01	Unknown	1.708867	0.044582	2.608863065411176	1.124	1.302
F0S4_150820_021_A01	Unknown	1.860817	0.047904	2.5743530932918177	1.12	1.308
F0S4_150820_020_H01	Unknown	1.204913	0.797059	66.15075113306936	6.796	10.317
F0S4_150820_020_G01	Unknown	1.7245	1.158775	67.19483908379242	7.013	10.789
F0S4_150820_020_F01	Unknown	0.25944	0.169226	65.22741288930003	5.384	8.043
F0S4_150820_020_E01	Unknown	0.283637	0.19817	69.86747145118586	5.432	8.026
F0S4_150820_020_D01	Unknown	1.258002	0.020069	1.595307479638347	0.729	0.868
F0S4_150820_020_C01	Unknown	1.11515	0.024292	2.178361655382684	0.812	0.924
F0S4_150820_020_B01	Unknown	1.392128	0.029578	2.1246609507171756	0.671	0.75
F0S4_150820_020_A01	Unknown	1.201297	0.026939	2.2424929055845473	0.682	0.783
F0S4_150820_019_H01	Unknown	1.182556	0.861942	72.88804927631335	6.596	10.062
F0S4_150820_019_D01	Unknown	0.573007	0.013096	2.2854869137724316	0.656	0.739
F0S4_150820_019_C01	Unknown	0.627725	0.016001	2.5490461587478594	0.588	0.653
F0S4_150820_019_B01	Unknown	0.738283	0.021478	2.9091825221493655	0.65	0.734
F0S4_150820_019_A01	Unknown	1.005841	0.024192	2.4051515100299152	0.695	0.793
F0S4_180124_193_D01	Unknown	0.005862	0.000609	10.388945752302968	0.077	0.081
F0S4_180124_193_B01	Unknown	0.004916	0.000521	10.598047192839706	0.051	0.057
F0S4_180124_111_D01	Unknown	0.003606	0.000243	6.738768718801996	0.039	0.042
F0S4_180124_111_B01	Unknown	0.007798	0.000454	5.822005642472428	0.059	0.068
F0S4_180124_110_D01	Unknown	0.003643	0.000562	15.42684600603898	0.063	0.07
F0S4_180124_110_B01	Unknown	0.010966	0.001654	15.082983768010214	0.128	0.149
F0S4_180124_109_D01	Unknown	0.003478	0.000363	10.43703277745831	0.044	0.054
F0S4_180124_109_B01	Unknown	0.00461	0.000381	8.2646420824295	0.095	0.109
F0S4_180124_083_D01	Unknown	0.008327	0.00064	7.685841239341901	0.073	0.086
F0S4_180124_083_B01	Unknown	0.00435	0.000411	9.448275862068966	0.063	0.068
F0S4_180124_081_D01	Unknown	0.002987	0.000409	13.6926682289923	0.041	0.044
F0S4_180124_081_B01	Unknown	0.003776	0.000357	9.454449152542374	0.055	0.063
F0S4_180124_073_D01	Unknown	0.03604	0.001875	5.202552719200888	0.146	0.161
F0S4_180124_073_B01	Unknown	0.022484	0.000888	3.949475182351895	0.109	0.122
F0S4_180124_026_D01	Unknown	0.010287	0.000554	5.38543793136969	0.083	0.093
F0S4_180124_026_B01	Unknown	0.034766	0.001045	3.005810274406029	0.155	0.176
F0S4_180124_025_D01	Unknown	0.005449	0.000568	10.423930996513123	0.075	0.08
F0S4_180124_025_B01	Unknown	0.009153	0.000812	8.87140828143778	0.095	0.109
F0S4_180124_024_D01	Unknown	0.023861	0.001675	7.019823142366205	0.164	0.184
F0S4_180124_024_B01	Unknown	0.038174	0.00173	4.531880337402421	0.177	0.192
F0S4_180124_023_D01	Unknown	0.005345	0.000477	8.92422825070159	0.075	0.089
F0S4_180124_023_B01	Unknown	0.003005	0.000302	10.049916805324461	0.035	0.045
F0S4_180124_021_D01	Unknown	0.012952	0.001095	8.454292773316862	0.111	0.128
F0S4_180124_021_B01	Unknown	0.090894	0.004559	5.015732611613527	0.253	0.282
F0S4_180124_003_D01	Unknown	0.014171	0.00147	10.373297579563898	0.121	0.131
F0S4_180124_003_B01	Unknown	0.856679	0.010753	1.2551959368678351	0.35	0.39
F0S4_180124_002_D01	Unknown	0.029372	0.002477	8.433201688683098	0.229	0.252
F0S4_180124_002_B01	Unknown	0.029854	0.002548	8.534869699202787	0.22	0.253
F0S4_180124_001_D01	Unknown	0.015344	0.001715	11.177007299270073	0.186	0.215
F0S4_180124_001_B01	Unknown	0.014693	0.001684	11.461240046280542	0.19	0.211
F0S4_171027_191_D01	Unknown	0.010237	0.000966	9.436358308098075	0.125	0.148
F0S4_171027_191_B01	Unknown	0.013286	0.000753	5.667620051181696	0.089	0.098
F0S4_171027_190_D01	Unknown	0.014485	0.001367	9.437348981705213	0.128	0.145
F0S4_171027_190_B01	Unknown	0.009393	0.001014	10.795273075694665	0.121	0.136
F0S4_171027_189_D01	Unknown	0.010572	0.001012	9.572455542943626	0.115	0.126
F0S4_171027_189_B01	Unknown	0.012979	0.000925	7.126897295631405	0.095	0.106
F0S4_171027_183_D01	Unknown	0.056089	0.006287	11.208971456078732	0.317	0.363
F0S4_171027_183_B01	Unknown	0.097805	0.010698	10.938091099637031	0.381	0.429
F0S4_171027_138_D01	Unknown	0.011034	0.001465	13.277143375022657	0.718	0.847
F0S4_171027_138_B01	Unknown	0.012303	0.00148	12.029586279769163	0.731	0.873
F0S4_171027_136_D01	Unknown	0.00769	0.00063	8.192457737321197	0.072	0.088
F0S4_171027_136_B01	Unknown	0.006753	0.000526	7.789130756700725	0.071	0.081
F0S4_171027_134_D01	Unknown	0.125405	0.011619	9.265180814162116	1.353	1.57
F0S4_171027_134_B01	Unknown	0.149243	0.010803	7.23853045033938	1.219	1.413
F0S4_171027_097_D01	Unknown	0.833041	0.061919	7.432887456919887	3.278	3.939
F0S4_171027_097_B01	Unknown	0.185113	0.008403	4.539389454009173	1.251	1.437
